"persid","participant_wt","age","sex","ses","dem_index","work_status","age_group_scen","age_group_2","occupation_cat","industry_cat","work_full","study_full","mod_total_hr","vig_total_hr","mod_leis_hr","vig_leis_hr","mod_work_hr","vig_work_hr","walk_rc","walk_trans","walk_base","pa_guide_adults","pa_guide_older_adults","time_base_car","distance_base_car","time_base_walking","distance_base_walking","time_base_public.transport","distance_base_public.transport","time_base_other","distance_base_other","time_base_bicycle","distance_base_bicycle","time_scen_car","distance_scen_car","time_scen_walking","distance_scen_walking","time_scen_public.transport","distance_scen_public.transport","time_scen_other","distance_scen_other","time_scen_bicycle","distance_scen_bicycle","walk_scen","scen"
"Y18H2860233P01",278.73,80,"male",8,27,"unemployed","80 to 84",82,"Not in Work Force","Not in Work Force","No",NA,14,1,14,1,0,0,3,3,"Yes","No","Yes",0,0,2.33333333333333,1.52,0,0,0,0,0,0,0,0,2.33333333333333,1.52,0,0,0,0,0,0,"Yes","all_0_5"
"Y18H2860233P02",269.91,71,"female",8,24,"unemployed","70 to 74",72,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,3,10,"Yes","No","Yes",0,0,3.5,2.48,0,0,0,0,0,0,0,0,3.5,2.48,0,0,0,0,0,0,"Yes","all_0_5"
"Y18H2860233P03",225.51,51,"female",8,16,"employed","50 to 54",52,"Not in Work Force","Not in Work Force","Yes",NA,0,0,0,0,0,0,0.5,0,"No","No","No",7,16.6,0,0,0,0,0,0,0,0,7,16.6,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2860233P04",366.84,22,"male",8,3,"employed","20 tp 24",22,"Sales Workers","Wholesale Trade","No","Full time",8,0,0,0,8,0,0,0,"No","No","No",10.5,57.69,0,0,0,0,0,0,0,0,10.5,57.69,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2860237P01",260.22,49,"male",8,13,"employed","45 to 49",47,"Labourers","Accommodation and Food Services","Yes",NA,2,2,2,2,0,0,0.333333333333333,0.333333333333333,"Yes","No","No",1.16666666666667,2.11,0.466666666666667,0.21,9.91666666666667,47.4,0,0,0,0,0,0,0.466666666666667,0.21,9.91666666666667,47.4,0,0,1.34272727272727,2.11,"Yes","all_0_5"
"Y18H2860237P02",251.98,47,"female",8,14,"unemployed","45 to 49",47,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,7,0,"No","No","Yes",2.33333333333333,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03545454545455,4.77,"No","all_0_5"
"Y18H2860237P03",361.88,23,"male",8,3,"unemployed","20 tp 24",22,"Not in Work Force","Not in Work Force","No","Full time",0,0,0,0,0,0,0.25,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2860238P01",353.56,22,"female",8,4,"unemployed","20 tp 24",22,"Not in Work Force","Not in Work Force","No","Full time",0,0,0,0,0,0,0,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2860242P01",658.91,74,"male",8,23,"unemployed","70 to 74",72,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,2,2,"Yes","No","No",20.7666666666667,102.16,3.5,2.3,0,0,0,0,0,0,17.2666666666667,89.36,3.5,2.3,0,0,0,0,8.14545454545455,12.8,"Yes","all_0_5"
"Y18H2860242P02",626.79,71,"female",8,24,"unemployed","70 to 74",72,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,3,10,"Yes","No","Yes",19.6,98.9,3.5,2.3,0,0,0,0,0,0,17.2666666666667,89.36,3.5,2.3,0,0,0,0,6.07090909090909,9.54,"Yes","all_0_5"
"Y18H2860301P01",149.92,62,"male",4,19,"employed","60 to 64",62,"Professionals","Education and Training","No",NA,0,0,0,0,0,0,0,0.333333333333333,"Yes","No","No",6.53333333333333,35.06,0.583333333333333,0.26,0,0,0,0,0,0,6.41666666666667,34.65,0.583333333333333,0.26,0,0,0,0,0.260909090909091,0.41,"Yes","all_0_5"
"Y18H2860301P02",145.18,62,"female",4,20,"employed","60 to 64",62,"Professionals","Education and Training","No",NA,0,0,0,0,0,0,0,0.5,"Yes","No","No",0,0,1.75,0.76,0.233333333333333,0.48,0,0,0,0,0,0,1.75,0.76,0.233333333333333,0.48,0,0,0,0,"Yes","all_0_5"
"Y18H2860302P01",183.58,71,"male",4,23,"unemployed","70 to 74",72,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,7,2,"Yes","No","Yes",0,0,4.08333333333333,2.52,0,0,0,0,0,0,0,0,4.08333333333333,2.52,0,0,0,0,0,0,"Yes","all_0_5"
"Y18H2860303P01",187.21,34,"female",4,8,"employed","30 to 34",32,"Managers","Public Administration and Safety","Yes",NA,0,0,0,0,0,0,0,2,"Yes","No","No",1.16666666666667,1.66,7.7,4.85,1.75,1.6,0,0,0,0,0,0,7.7,4.85,1.75,1.6,0,0,1.05636363636364,1.66,"Yes","all_0_5"
"Y18H2860303P02",243.78,29,"male",4,5,"employed","25 to 29",27,"Clerical and Administrative Workers","Professional, Scientific and Technical Services","No",NA,1,0,1,0,0,0,0,4,"Yes","Yes","Yes",0,0,8.05,4.9,3.5,10.99,0,0,0,0,0,0,8.05,4.9,3.5,10.99,0,0,0,0,"Yes","all_0_5"
"Y18H2860303P03",193.33,31,"male",4,7,"employed","30 to 34",32,"Labourers","Construction","No",NA,0,0,0,0,0,0,0,3,"Yes","No","No",0,0,2.56666666666667,0.96,2.33333333333333,3.72,0,0,0,0,0,0,2.56666666666667,0.96,2.33333333333333,3.72,0,0,0,0,"Yes","all_0_5"
"Y18H2860303P04",236.06,29,"female",4,6,"unemployed","25 to 29",27,"Not in Work Force","Not in Work Force","No","Full time",0,0,0,0,0,0,10,6,"Yes","No","Yes",0,0,2.91666666666667,0.98,0,0,0,0,0,0,0,0,2.91666666666667,0.98,0,0,0,0,0,0,"Yes","all_0_5"
"Y18H2860305P01",170.55,42,"female",4,12,"employed","40 to 44",42,"Professionals","Health Care and Social Assistance","No",NA,0,0,0,0,0,0,0.5,0,"No","No","No",6.41666666666667,38.72,0,0,0,0,0,0,0,0,6.41666666666667,38.72,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2860305P02",176.12,44,"male",4,11,"employed","40 to 44",42,"Professionals","Professional, Scientific and Technical Services","Yes",NA,0,0,0,0,0,0,0,0,"No","No","No",9.91666666666667,58.03,0,0,0,0,0,0,0,0,9.91666666666667,58.03,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2860308P01",182.42,70,"male",4,23,"unemployed","70 to 74",72,"Not in Work Force","Not in Work Force","No",NA,3,0,3,0,0,0,0,0,"No","No","No",3.5,22.21,0,0,0,0,7,2335.29,0,0,3.5,22.21,0,0,0,0,7,2335.29,0,0,"No","all_0_5"
"Y18H2860308P02",147.59,59,"female",4,18,"employed","55 to 59",57,"Professionals","Public Administration and Safety","No",NA,0,0,0,0,0,0,2,2,"Yes","No","No",3.5,22.21,3.5,3.5,0,0,7,2335.29,0,0,3.5,22.21,3.5,3.5,0,0,7,2335.29,0,0,"Yes","all_0_5"
"Y18H2860308P03",240.09,28,"male",4,5,"employed","25 to 29",27,"Professionals","Professional, Scientific and Technical Services","No",NA,0,4,0,4,0,0,0,2,"Yes","Yes","Yes",0,0,2.33333333333333,1,0,0,0,0,2.91666666666667,2.57,0,0,2.33333333333333,1,0,0,0,0,2.91666666666667,2.57,"Yes","all_0_5"
"Y18H2860308P04",232.49,23,"female",4,4,"employed","20 tp 24",22,"Professionals","Retail Trade","Yes",NA,7,24,0,0,7,24,0,4,"Yes","No","No",11.55,22.31,5.25,1.6,0,0,0,0,0,0,11.55,22.31,5.25,1.6,0,0,0,0,0,0,"Yes","all_0_5"
"Y18H2860309P01",173.74,42,"male",4,11,"employed","40 to 44",42,"Professionals","Professional, Scientific and Technical Services","Yes",NA,6,1.5,1,1,5,0.5,1.5,2,"Yes","No","No",0,0,3.73333333333333,2.2,3.38333333333333,3,0,0,0,0,0,0,3.73333333333333,2.2,3.38333333333333,3,0,0,0,0,"Yes","all_0_5"
"Y18H2860309P02",168.24,40,"female",4,12,"unemployed","40 to 44",42,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,2,20,"Yes","No","No",0,0,3.73333333333333,2.2,3.38333333333333,3,0,0,0,0,0,0,3.73333333333333,2.2,3.38333333333333,3,0,0,0,0,"Yes","all_0_5"
"Y18H2860310P01",147.41,63,"female",4,20,"employed","60 to 64",62,"Professionals","Education and Training","Yes",NA,4,4,0,0,4,4,0,2,"Yes","No","No",10.15,67.62,3.85,1.32,3.5,4.6,0,0,0,0,10.15,67.62,3.85,1.32,3.5,4.6,0,0,0,0,"Yes","all_0_5"
"Y18H2860311P01",155.54,54,"male",4,15,"employed","50 to 54",52,"Professionals","Financial and Insurance Services","Yes",NA,4,0,0,0,4,0,0,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2860311P02",150.61,52,"female",4,16,"employed","50 to 54",52,"Professionals","Retail Trade","Yes",NA,0,0,0,0,0,0,0,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2860312P01",194.24,31,"male",4,7,"employed","30 to 34",32,"Professionals","Health Care and Social Assistance","Yes",NA,0,0,0,0,0,0,0,0,"No","No","No",7,23.67,0,0,0,0,0,0,0,0,7,23.67,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2860312P02",237.18,29,"female",4,6,"unemployed","25 to 29",27,"Professionals","Health Care and Social Assistance","No",NA,0,0,0,0,0,0,0.333333333333333,0,"No","No","No",4.66666666666667,7.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06545454545455,7.96,"No","all_0_5"
"Y18H2860315P01",152.42,56,"male",4,17,"unemployed","55 to 59",57,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2860315P02",167.17,49,"female",4,14,"unemployed","45 to 49",47,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2860316P01",148.53,51,"female",4,16,"unemployed","50 to 54",52,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,4,0,"No","No","Yes",1.16666666666667,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44454545454545,2.27,"No","all_0_5"
"Y18H2860316P02",173.74,49,"male",4,13,"employed","45 to 49",47,"Sales Workers","Manufacturing","Yes",NA,0,4.66666666666667,0,4.66666666666667,0,0,0,0,"No","No","Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2860317P01",236.06,26,"female",4,6,"employed","25 to 29",27,"Professionals","Professional, Scientific and Technical Services","Yes",NA,0,0,0,0,0,0,3,0,"No","No","No",11.4333333333333,23.1,0,0,0,0,0,0,0,0,8.75,19.57,0,0,0,0,0,0,2.24636363636364,3.53,"No","all_0_5"
"Y18H2860317P02",236.06,25,"female",4,6,"employed","25 to 29",27,"Professionals","Education and Training","Yes",NA,30,0,0,0,30,0,4,4,"Yes","No","Yes",0,0,2.21666666666667,1.81,5.6,4.03,0,0,0,0,0,0,2.21666666666667,1.81,5.6,4.03,0,0,0,0,"Yes","all_0_5"
"Y18H2860325P01",101.2,45,"female",3,14,"employed","45 to 49",47,"Labourers","Administrative and Support Services","No",NA,0,2,0,2,0,0,7,0,"No","Yes","Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2860326P01",111.58,37,"female",3,10,"unemployed","35 to 39",37,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2860326P02",115.23,36,"male",3,9,"unemployed","35 to 39",37,"Not in Work Force","Not in Work Force","No",NA,2,0.75,2,0.75,0,0,0,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2860327P01",408.75,28,"male",3,5,"employed","25 to 29",27,"Sales Workers","Transport, Postal and Warehousing","Yes",NA,3,2,0,0,3,2,0,0,"No","No","No",3.5,3.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52636363636364,3.97,"No","all_0_5"
"Y18H2860327P02",370.08,30,"male",3,7,"unemployed","30 to 34",32,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2860331P01",106.4,83,"female",3,28,"unemployed","80 to 84",82,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2860332P01",87.88,67,"female",3,22,"unemployed","65 to 69",67,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,7,0,"No","No","Yes",2.33333333333333,5.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20727272727273,5.04,"No","all_0_5"
"Y18H2860332P02",115.26,33,"male",3,7,"employed","30 to 34",32,"Machinery Operators and Drivers","Transport, Postal and Warehousing","Yes",NA,5,11,0,0,5,11,0,0,"No","No","No",2.33333333333333,5.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20727272727273,5.04,"No","all_0_5"
"Y18H2860335P01",235.66,60,"female",3,20,"employed","60 to 64",62,"Labourers","Accommodation and Food Services","Yes",NA,0,0,0,0,0,0,0,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2860335P02",405.1,27,"female",3,6,"employed","25 to 29",27,"Professionals","Financial and Insurance Services","Yes",NA,3,0,3,0,0,0,0.75,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2860335P03",425.87,24,"male",3,3,"employed","20 tp 24",22,"Sales Workers","Retail Trade","Yes",NA,32,7.5,4,0.5,28,7,1,0,"No","Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2860340P01",106.9,75,"female",3,26,"unemployed","75 to 79",77,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,8.33333333333333,0,"No","Yes","Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2860405P01",145.36,32,"male",1,7,"employed","30 to 34",32,"Technicians and Trades Workers","Retail Trade","Yes",NA,2,0.666666666666667,0,0,2,0.666666666666667,0,0,"No","No","No",5.83333333333333,25.66,0,0,0,0,0,0,0,0,5.83333333333333,25.66,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2860405P02",177.49,28,"female",1,6,"unemployed","25 to 29",27,"Not in Work Force","Not in Work Force","No",NA,0.333333333333333,0,0.333333333333333,0,0,0,0,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2860407P01",339.53,48,"female",1,14,"employed","45 to 49",47,"Labourers","Health Care and Social Assistance","No",NA,0,0,0,0,0,0,0,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2860407P02",356.94,47,"male",1,13,"unemployed","45 to 49",47,"Not in Work Force","Not in Work Force","No",NA,1.25,0,1.25,0,0,0,0,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2860407P03",482.18,22,"male",1,3,"employed","20 tp 24",22,"Community and Personal Service Workers","Accommodation and Food Services","No",NA,0,0,0,0,0,0,0,2.33333333333333,"Yes","No","No",1.16666666666667,3.8,3.5,1.32,9.33333333333333,29.92,0,0,0,0,0,0,3.5,1.32,9.33333333333333,29.92,0,0,2.41818181818182,3.8,"Yes","all_0_5"
"Y18H2860408P01",112.19,65,"male",1,21,"unemployed","65 to 69",67,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2860408P02",108.64,60,"female",1,20,"employed","60 to 64",62,"Labourers","Health Care and Social Assistance","Yes",NA,5,0,0,0,5,0,0,0,"No","No","No",4.66666666666667,22.52,0,0,0,0,0,0,0,0,4.66666666666667,22.52,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2860409P01",137.38,74,"male",1,23,"unemployed","70 to 74",72,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0,0,"No","No","No",1.16666666666667,1.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18363636363636,1.86,"No","all_0_5"
"Y18H2860409P02",133.03,72,"female",1,24,"unemployed","70 to 74",72,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0,0,"No","No","No",1.16666666666667,1.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18363636363636,1.86,"No","all_0_5"
"Y18H2860411P01",139.3,80,"male",1,27,"unemployed","80 to 84",82,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0,0,"No","No","No",1.16666666666667,3.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26545454545455,3.56,"No","all_0_5"
"Y18H2860411P02",134.89,76,"female",1,26,"unemployed","75 to 79",77,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0,0,"No","No","No",1.16666666666667,3.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26545454545455,3.56,"No","all_0_5"
"Y18H2860415P01",136.51,70,"male",1,23,"employed","70 to 74",72,"Professionals","Health Care and Social Assistance","No",NA,0,2,0,0,0,2,0,0,"No","No","No",17.5,117.04,0,0,0,0,0,0,0,0,17.5,117.04,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2860415P02",108.64,66,"female",1,22,"unemployed","65 to 69",67,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0,0,"No","No","No",17.5,117.04,0,0,0,0,0,0,0,0,17.5,117.04,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2860415P03",125.1,45,"female",1,14,"employed","45 to 49",47,"Professionals","Education and Training","Yes",NA,0,0,0,0,0,0,0,0,"No","No","No",5.83333333333333,9.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.16636363636364,9.69,"No","all_0_5"
"Y18H2860415P04",137.97,37,"female",1,10,"employed","35 to 39",37,"Managers","Accommodation and Food Services","Yes",NA,1,1,1,1,0,0,7,0,"No","No","Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2860416P01",114.78,59,"male",1,17,"employed","55 to 59",57,"Managers","Construction","Yes",NA,0,0,0,0,0,0,0,0,"No","No","No",7,46.24,0,0,0,0,0,0,0,0,7,46.24,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2860416P02",111.15,55,"female",1,18,"employed","55 to 59",57,"Clerical and Administrative Workers","Health Care and Social Assistance","Yes",NA,0,0,0,0,0,0,0,0,"No","No","No",9.33333333333333,32.09,0,0,0,0,0,0,0,0,7,27.85,0,0,0,0,0,0,2.69818181818182,4.24,"No","all_0_5"
"Y18H2860417P01",134.22,77,"female",1,26,"unemployed","75 to 79",77,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,2,0,"No","No","Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2860419P01",114.45,68,"male",1,21,"unemployed","65 to 69",67,"Not in Work Force","Not in Work Force","No",NA,0.333333333333333,0,0.333333333333333,0,0,0,1,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2860419P02",140.76,30,"female",1,8,"unemployed","30 to 34",32,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2860421P01",436.57,37,"male",1,9,"unemployed","35 to 39",37,"Not in Work Force","Not in Work Force","No",NA,0,3,0,3,0,0,0,0,"No","Yes","Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2860424P01",140.09,35,"female",1,10,"employed","35 to 39",37,"Managers","Retail Trade","Yes",NA,4,0,0,0,4,0,0.5,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2860424P02",144.67,34,"male",1,7,"employed","30 to 34",32,"Managers","Rental, Hiring and Real Estate Services","Yes",NA,0,0,0,0,0,0,0,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2860427P01",256.1,66,"female",1,22,"unemployed","65 to 69",67,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2860427P02",269.23,66,"male",1,21,"unemployed","65 to 69",67,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2860431P01",131.17,44,"male",1,11,"employed","40 to 44",42,"Professionals","Arts and Recreation Services","Yes",NA,10,0,0,0,10,0,0,2,"Yes","No","No",0,0,4.08333333333333,2.7,0,0,0,0,0,0,0,0,4.08333333333333,2.7,0,0,0,0,0,0,"Yes","all_0_5"
"Y18H2860432P01",131.83,42,"male",1,11,"unemployed","40 to 44",42,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2860437P01",112.91,61,"male",1,19,"unemployed","60 to 64",62,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0,3.5,"Yes","No","Yes",0,0,2.56666666666667,1.85,7.23333333333333,17,10.5,7.16,0,0,0,0,2.56666666666667,1.85,7.23333333333333,17,10.5,7.16,0,0,"Yes","all_0_5"
"Y18H2860440P01",139.26,71,"male",1,23,"unemployed","70 to 74",72,"Not in Work Force","Not in Work Force","No",NA,0,1,0,1,0,0,6,0,"No","No","Yes",2.33333333333333,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83636363636364,7.6,"No","all_0_5"
"Y18H2860440P02",110.83,63,"female",1,20,"unemployed","60 to 64",62,"Not in Work Force","Not in Work Force","No",NA,10,14,10,14,0,0,5,0,"No","Yes","Yes",2.33333333333333,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83636363636364,7.6,"No","all_0_5"
"Y18H2860442P01",341.8,76,"male",1,25,"unemployed","75 to 79",77,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,5,0,"No","No","Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2860442P02",325.13,76,"female",1,26,"unemployed","75 to 79",77,"Not in Work Force","Not in Work Force","No",NA,1,0,1,0,0,0,0,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2861001P01",36.23,64,"male",7,19,"unemployed","60 to 64",62,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0,0,"No","No","No",15.05,72.8,0,0,0,0,0,0,0,0,11.7833333333333,69.71,0,0,0,0,0,0,1.96636363636364,3.09,"No","all_0_5"
"Y18H2861002P01",35.9,59,"female",7,18,"employed","55 to 59",57,"Clerical and Administrative Workers","Education and Training","Yes",NA,1,0,0,0,1,0,6,0,"No","No","Yes",6.41666666666667,30.82,0,0,0,0,0,0,0,0,6.41666666666667,30.82,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2861002P02",58.39,20,"male",7,3,"employed","20 tp 24",22,"Labourers","Accommodation and Food Services","No",NA,0,0,0,0,0,0,2,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2861003P01",46.72,31,"male",7,7,"unemployed","30 to 34",32,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2861003P02",57.05,29,"female",7,6,"unemployed","25 to 29",27,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2861004P01",44.99,92,"male",7,31,"unemployed","85 +",92,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0,0,"No","No","No",4.55,11.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.13363636363636,11.21,"No","all_0_5"
"Y18H2861004P02",43.57,80,"female",7,28,"unemployed","80 to 84",82,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,2.33333333333333,0,"No","No","No",2.8,7.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77909090909091,7.51,"No","all_0_5"
"Y18H2861005P01",44.98,81,"male",7,27,"employed",NA,82,"Clerical and Administrative Workers","Financial and Insurance Services","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,2.33333333333333,8.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70181818181818,8.96,"No","all_0_5"
"Y18H2861008P01",35.09,61,"female",7,20,"unemployed","60 to 64",62,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0,0.666666666666667,"Yes","No","No",3.73333333333333,9.85,1.98333333333333,1.44,0,0,0,0,4.08333333333333,4.16,1.98333333333333,6.98,1.98333333333333,1.44,0,0,0,0,5.90969696969697,7.03,"Yes","all_0_5"
"Y18H2861009P01",44.37,77,"male",7,25,"unemployed","75 to 79",77,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H2861009P02",42.96,74,"female",7,24,"unemployed","70 to 74",72,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0,3,"Yes","No","Yes",0,0,4.66666666666667,3.02,0,0,0,0,0,0,0,0,4.66666666666667,3.02,0,0,0,0,0,0,"Yes","all_0_5"
"Y18H2861009P03",40.66,49,"female",7,14,"employed","45 to 49",47,"Labourers","Retail Trade","No",NA,16,0,4,0,12,0,4.25,0,"No","Yes","Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
